statement|sentiment|topic|url
AI Servo autofocus problems is approximately two weeks away, that it will involve replacing the sub-mirror (a mirror behind the main reflex mirror that passes light to the autofocus sensor module) and that customer care reps are taking down contact information from those customers who would like to be notified when the fix is available.|NEU|natural language technologiy|http://nikones.com/Noticias/Ultimas_noticias/Canon_EOS-1D_Mark_III/Imprimir.html
AI Servo is supposed to be able to track subjects moving to or from the camera - a feature called predictive focus.|NEU|computer vision|http://photonotes.org/articles/beginner-faq/cameras.html
AI Servo is tracking auto focus, attempting to predict where the subject will be at the exposure instant.|NEU|computer vision|http://digitalsecrets.net/ItsCanon/350DReport.html
AI Servo would know to expect natural movement and direction changes that do not exceed physics rules.|NEU|machine human interface|http://photography-on-the.net/forum/showthread.php?t=352969
AI Setting The AI setting is how the unit will attack.|NEU|machine human interface|http://eternallandsmanual.com/Sega_Dreamcast_DC_Category/Games_Starting_with_the_Letter_H_Category/Hundred_Swords_-_Strategy_Guide_Page_01_Page.html
AI Something different then invincible or defensless would be great.|POS|machine human interface|http://bladekitten.com/forums/viewtopic.php?f=11&t=473&start=0&sid=423f7cfe7affde3b96191ca189d37a7d
AI Ssnipers won't miss if they get a shot.|NEU|machine human interface|http://ghostrecon.net/html/WT_D08.htm
AI Studio upgrade and It won't start and support won't answer emails after a certain point, they just send automated emails that don't do any good.|NEG|natural language technologiy|http://macupdate.com/info.php/id/5784/silverfast-ai-epson-scan-software
AI Suite II has received a major overhaul compared to the previous version and it does at least look very flash, although we're not sure how user friendly it'll be.|NEU|machine human interface|http://semiaccurate.com/2010/11/15/new-motherboard-features-asus/
AI Summit we participated in, it will be a friendly and informal gathering of people interested about game AI in practice.|POS|gaming|http://aigamedev.com/open/upcoming/2009-paris-registration/
AI Summit will help inspire and challenge us all to take game AI to the next level.|POS|gaming|http://aigamedev.com/open/coverage/gdc09-slides-highlights/
AI Survivors on the new map.|NEU|machine human interface|http://forcedisconnect.com/2010/04/22/left-4-dead-2-the-passing-dlc-available/
AI Survivors will always immediately drop everything else they're doing and head for the safe room if they get within a certain distance.|NEU|machine human interface|http://tvtropes.org/pmwiki/pmwiki.php/Main/Left4Dead
AI TACTICAL AI - Proper evaluation of which enemy units can reach my units next turn.|NEU|machine human interface|http://freew.org/games/4640-sid-meiers-civilization-v-update-3-to-5-skidrow.html
AI Tech Center project that is expected to break ground this coming February.|NEU|transhumanism|http://buildingctgreen.com/AuggieVGreenBlog/?cat=19&paged=3
AI Tweaker is where the OC aficionado's will find really nice overclocking selections and features.|POS|transhumanism|http://hardwareguru.com/article/asus-p7p55d-deluxe-motherboard-review-test/12
AI USPAP Update Course The Memphis Chapter of the Appraisal Institute will offer the 7-Hour USPAP Update Course for appraiser continuing education credit on Tuesday, April 13.|NEU|natural language technologiy|http://maar.org/default.aspx?p=55214&naid=3338
AI Vector File, or fax us your design and we'll help you create it.|NEU|machine human interface|http://www.progarmentusa.com//aboutus.asp
AI Wainwright, LLC will also offer technical assistance to groups working at the street-level, to build projects that will spur growth and stimulate other investments.|POS|machine human interface|http://cdfifund.gov/awardees/db/all_profiles.asp?MailingState=MA&yearOfAward=2008&ProgramName=%
AI War is a strategy game where trying to conquer everything will bring the full might of the AI overlords crashing down, while smart tactics and guerrilla raids will carry the day.|NEU|gaming|http://www.arcengames.com/aiwar_buy.php
AI War is and always will be hard sci-fi, and anything that you couldn't conceive of finding in a book by.|NEG|machine human interface|http://www.arcengames.com/forums/index.php/topic,5300.15.html
AI War is going to be coming to retail in Germany in a few months, and we have the translation back from the publisher.|NEG|gaming|http://www.arcengames.com/forums/index.php/topic,3413.0.html
AI War itself will run fine but I know of few machines with SlimDX on them already.|NEU|gaming|http://www.arcengames.com/forums/index.php/topic,3586.0/prev_next,next.html
AI War: Fleet Command has settled down the realism during our praise for monitoring tool will answer one click start.|NEU|transhumanism|http://crackblogs.com/crack-software/feed/
AI Webinar to Cover Relationship of Investor Standards to Valuation An upcoming Appraisal Institute webinar will explore how Real Estate Information Standards and Global Investment Performance Standards interface with real estate appraisal.|NEU|natural language technologiy|http://appraisalinstitute.com/ano/PrintThisArticle/Default.aspx?volume=11&numbr=19/20&id=11989
AI Yep, I'll be keeping this site up to date with FreeNuke.|NEU|social media|http://www.clanbeowulf.org/modules.php?name=News&file=article&sid=125
AI accidently will still be under special protection.|NEG|machine human interface|http://www.ehmtheblueline.com/forums/viewtopic.php?p=102951
AI actually thinks- when you have your back turned it will sneak up on you, the take cover when you turn around.|NEU|machine human interface|http://64digits.com/users/index.php?userid=oliv
AI advances will often have applications in IA, and vice versa.|NEU|machine human interface|http://brainmeta.com/forum/index.php?act=Search&CODE=simpleresults&sid=000081849bcd211be43a27c1aa8b8cb4&highlite=synchrony
AI advocates is that if truly intelligent robots ever appear, the book will probably be looked back upon in a similar manner as Birth Of A Nation is today.|NEU|machine human interface|http://tvtropes.org/pmwiki/pmwiki.php/Main/ptitles8ulp7dp?from=Main.PhilipKDick
AI agents can successfully be taught how to strategize through reinforcement learning and win at Ms.|POS|machine human interface|http://lifeboat.com/ex/whats.new
AI agents will retrieve internal and external data on a daily basis, to send, for example, automatic messages to notify the CFO if a particular budget is incomplete, or if too much cash is being is moved from a particular account.|NEU|finance|http://www.globalfuturist.com/dr-james-canton/in-the-news/tech-and-the-future-of-finance.html
AI aircraft will be shown in Flight Simulator (refer to Microsoft FS Documentation).|NEU|machine human interface|http://fstop100.com/modules.php?name=News&file=article&sid=609
AI aircraft: Where relevant you will see an extra static aircraft at each airfield, or gliders tipped to the side awaiting flight.|NEU|computer vision|http://mutleyshangar.com/features/mutley/uk2000vfr2_2.htm
AI algorithms in the next release one of which does quite well with a multi-core machines.|POS|computer vision|http://www.slightlymagic.net/forum/viewtopic.php?f=51&t=1216&start=135
AI all of these things can be in play but in the end only 1-2 will be the cause of whats happening.|NEU|machine human interface|http://starfrontiers.us/node/4439
AI allies by healing them while others might give you additional attacks.|NEU|machine human interface|http://overclockershq.com/home/101.html
AI allies that will take different paths that lead into the enemy base--one group goes left, another goes right, and the third goes up the middle.|NEU|machine human interface|http://overclockershq.com/home/101.html
AI allies, and there will be an extensive content generation system.|NEU|machine human interface|http://jetlib.com/news/tag/game/page/3/
AI allows cars to behave more like their real life counterparts Pro Race Driver promises gamers a different type of racing game that will combine super real cars and tracks with a progressive storyline that helps compel you forward.|POS|gaming|http://previews.teamxbox.com/xbox/307/Pro-Race-Driver/p1/
AI allows insemination of a greater number of mares per ejaculate: around 10-15 mares may be inseminated from a single ejaculate.|NEU|machine human interface|http://equine-world.co.uk/article_read.asp?id=401&title=Equine%20Artificial%20Insemination
AI allows more mares to be bred from one stallion, as the ejaculate may be split between mares.|NEU|machine human interface|http://plumbot.com/Horse_breeding.html
AI allows the distribution of the genetics of elite males, each of which may each produce thousands of doses of semen.|NEU|machine human interface|http://dairygoatjournal.com/issues/82/82-1/Brian_McOnie.html
AI along with you will review the specifications and ensure that all assumptions, details are made explicit.|NEU|machine human interface|http://www.amarinfotech.com/company-details/business-models-of-amar-infotech/fixed-price-model.html
AI already down to 4 cards, so I won't be casting that anytime soon) Cast Sea Drake, bouncing two islands.|NEU|gaming|http://www.slightlymagic.net/forum/viewtopic.php?f=66&t=3664
